name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"3,273,581,138","3,182,712,890","3,399,258,024","17,668,791,150","34,270,257,100","14,664,169,800","6,681,432,240","3,743,846,770","1,515,838,474","1,696,887,540","1,022,900,280","1,143,422,280"
EnterpriseValue,"4,641,753,138","4,785,089,890","4,969,650,024","18,757,410,150","34,988,133,100","14,507,930,800","6,469,558,240","3,598,512,770","1,379,407,474","1,584,639,540","902,019,280","1,156,067,280"
ForwardPeRatio,"9.931","9.718","12.346","108.696","322.581","178.571","97.087","172.414","136.986","294.118",,
PegRatio,"0.465","0.455","0.371","2.625","9.485","5.216","2.425","4.939","3.924","11.79",,
PsRatio,"1.528","1.501","1.752","11.501","30.113","16.477","10.403","7.835","4.156","5.948","4.8","7.526"
PbRatio,,,,"390.376","114.358","39.687","22.313","23.328","12.549","16.493","10.236",
EnterprisesValueRevenueRatio,"2.108","2.173","2.499","11.762","29.559","16.069","9.604","7.145","3.626","5.349","4.102","7.203"
EnterprisesValueEBITDARatio,"41.044","42.311","-7.981","-101.916","816.888","10,060.978","485.994","290.977","-2,378.289","-84.415","-25.155","-36.378"
