name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"826,692,129","852,335,000","926,800,958","887,845,686","270,977,131","302,684,840","344,517,497","508,630,903","405,371,128","436,243,445","486,819,092","540,089,277","362,968,119","303,455,619"
EnterpriseValue,"516,990,129","557,864,000","838,835,958","1,707,321,686","2,614,799,131","641,321,840","535,600,497","543,725,903","432,706,128","358,426,445","490,635,092","366,226,277","120,027,119","303,455,619"
PeRatio,"6.205","5.305","6.495","7.527",,,,,"5.219","126","12.264",,"9.908","9.569"
PsRatio,"0.531","0.55","0.657","1.637","0.188","0.277","0.227","0.381","0.373","0.48","0.578","0.635","0.461","0.748"
PbRatio,"0.862","0.963","1.239","1.472","0.53","0.589","0.635","0.777","0.692","0.834","0.881","0.988","0.688",
EnterprisesValueRevenueRatio,"0.271","0.293","0.495","1.12","1.995","0.441","0.338","0.396","0.372","0.371","0.579","0.508","0.19","0.486"
EnterprisesValueEBITDARatio,"1.633","1.762","2.287","5.86","11.272","2.871","4.448","3.888","4.058","4.358","6.49","6.242","1.651","3.882"
