name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"7,749,488,572","7,342,691,883","5,794,790,354","13,427,139,526","14,473,820,627","10,985,189,057","11,527,368,000"
EnterpriseValue,"13,171,488,572","12,882,691,883","11,235,790,354","19,308,139,526","19,954,020,627","13,036,089,057","13,705,868,000"
PeRatio,,,,,,"117.8",
ForwardPeRatio,"16.556","16.556","9.775","22.727","33.113","22.831","29.07"
PegRatio,,,,,"1.237","2.286","1.887"
PsRatio,"1.752","1.676","1.313","2.884","4.344","3.517","3.717"
PbRatio,"1.245","1.197","0.859","1.748","1.735","2.002","2.244"
EnterprisesValueRevenueRatio,"2.982","2.917","2.547","4.053","6.1","4.245","4.469"
EnterprisesValueEBITDARatio,"-58.801","-57.512","13.203","50.678","-1,995.402","27.677","31.171"
