name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018
MarketCap,"17,780,926,653","13,812,963,900","11,873,955,490","30,989,969,780","33,533,009,897","15,703,795,900","9,244,689,360","3,061,945,950"
EnterpriseValue,"16,875,926,653","13,103,963,900","11,746,463,490","30,497,041,780","32,968,635,897","15,418,964,900","8,966,351,360","2,838,327,950"
ForwardPeRatio,"46.729","41.667","217.391",,"5,000",,,
PegRatio,"1.873","1.67","8.789",,"259.01",,,
PsRatio,"7.681","6.181","6.665","24.374","42.22","27.389","23.812","12.92"
PbRatio,"3.02","2.385","2.196","5.178","49.844","39.418","37.81","19.571"
EnterprisesValueRevenueRatio,"7.457","5.791","6.322","23.459","39.483","26.309","22.458","11.064"
EnterprisesValueEBITDARatio,"-68.881","-53.486","-17.376","-46.846","-211.337","-93.166","-87.527","-27.511"
