name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"6,299,839,946","6,030,824,411","4,849,228,832","6,277,524,330","4,156,969,860","3,099,998,880","2,197,818,000","1,729,606,900","723,314,046","467,778,900","503,703,680","382,058,840","292,673,360","341,347,110","352,760,148"
EnterpriseValue,"6,599,346,946","6,358,952,411","5,261,507,832","6,676,643,330","4,297,299,860","3,318,306,880","2,342,428,000","1,888,554,900","738,207,046","504,247,900","572,029,680","406,743,840","276,885,360","363,799,110","403,554,148"
PeRatio,"87.005","80.195","66.931","127.775","102.8","73.091","56.757","36.94","35.807","534.894","33.455","19.719","13.121","15.269",
ForwardPeRatio,,,,,,,,,,,,"8.389","6.464","7.93",
PsRatio,"7.182","6.827","5.791","9.626","6.984","5.045","3.692","3.716","1.939","1.248","1.353","1.202","1.082","0.907","0.654"
PbRatio,"9.354","9.352","8.949","12.552","9.212","7.695","6.111","5.595","2.813","1.949","2.028","1.641","1.285","1.65","1.978"
EnterprisesValueRevenueRatio,"7.485","7.212","6.112","9.446","7.276","5.3","3.813","3.623","1.919","1.35","1.568","1.283","1.136","1.196","1.412"
EnterprisesValueEBITDARatio,"38.838","37.423","32.757","53.214","43.854","30.129","20.175","19.7","12.051","8.956","11.357","9.16","7.465","6.797","7.337"
