name,ttm,12/31/2023,12/31/2022
MarketCap,"1,009,653,834","788,448,185","352,310,384"
EnterpriseValue,"1,106,444,834","891,606,185","330,427,384"
ForwardPeRatio,"454.546"
PsRatio,"0.708","0.576","1.175"
PbRatio,"22.984","10.817","11.618"
EnterprisesValueRevenueRatio,"2.797","2.254","1.097"
EnterprisesValueEBITDARatio,"-25.768","-20.765","-0.996"
