name,ttm,07/31/2024,07/31/2023,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018
MarketCap,"874,704,561","889,102,990","847,300,037","469,512,221","577,890,653","502,829,972","530,403,284","498,234,420"
PeRatio,"22.5","30.875",,"21.893","24.738","7.634",,
PsRatio,"23.139","35.298",,"15.72","35.162","7.522",,
PbRatio,"0.921","0.924","0.846","0.777","0.963","0.83","0.945","0.839"
EnterprisesValueRevenueRatio,"23.139","35.299",,"15.72","35.182","7.525",,
