name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,219,003,960","1,166,677,410","915,775,350","1,263,771,043"
EnterpriseValue,"2,260,158,960","2,394,683,410","2,361,621,350","1,631,024,043"
PeRatio,"8.69","13.359","24.125","42.707"
ForwardPeRatio,"8.78","10.03","7.502","8.621"
PsRatio,"0.195","0.124","0.1","0.24"
PbRatio,"0.877","0.947","0.825","1.132"
EnterprisesValueRevenueRatio,"0.322","0.254","0.259","0.31"
EnterprisesValueEBITDARatio,"6.084","6.937","11.688","19.224"
