name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"8,536,333,628","7,586,538,173","6,315,927,319","4,968,101,202","3,566,025,983","3,563,833,572","2,472,520,057","2,796,218,614","2,372,713,785","2,531,566,060","3,147,623,308","1,942,665,387"
EnterpriseValue,"10,683,533,628","9,704,438,173","8,378,727,319","6,882,801,202","4,262,925,983","4,303,833,572","3,264,920,057","3,511,898,614","2,845,403,785","2,956,175,060","3,345,586,308","2,322,663,387"
PeRatio,"16.095","14.975","10.369","15.421","10.546","20.526","10.084","18.099","11.959","12.371","18.412","13.999"
ForwardPeRatio,"13.908","12.887","11.765",,,,"15.221","17.857","12.97","14.993","22.573",
PegRatio,"3.295","6.076",,,,,"3.106","2.976","1.133","1.666","3.642",
PsRatio,"0.416","0.362","0.303","0.352","0.332","0.268","0.181","0.238","0.217","0.201","0.181","0.101"
PbRatio,"10.298","8.802","7.937","6.023","3.981","4.575","3.392","4.119","2.991","3.499","4.15","3.448"
EnterprisesValueRevenueRatio,"0.496","0.451","0.357","0.396","0.378","0.307","0.227","0.274","0.245","0.233","0.197","0.13"
EnterprisesValueEBITDARatio,"10.064","9.141","7.044","8.426","5.91","10.51","7.085","8.699","5.802","8.736","7.352","6.776"
