name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"1,797,484,945","2,029,605,259","1,332,104,604","3,842,171,740","2,079,233,040","783,534,675","594,707,279","951,060,987","633,319,287","485,255,165"
PeRatio,"24.482","34.47","6.652","23.277","52.733","35.868","5.196","25.645","46.25","26.905"
PsRatio,"4.176","4.79","3.385","9.353","7.306","4.081","2.944","5.302","5.078","5.185"
PbRatio,"1.991","2.387","1.659","5.551","3.449","1.451","1.246","2.61","2.959","2.501"
