name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"2,645,302,278","1,587,652,385","716,305,507","1,382,252,253","553,999,766","406,661,615","327,025,678","376,939,051","339,441,939"
EnterpriseValue,"2,303,088,278","1,211,195,385","378,003,507","1,076,667,253","368,071,766","235,944,212","267,677,103","317,590,476","265,698,446"
PsRatio,"53.253","29.34","14.815","26.206","17.358","9.951","12.633","33.584","261.107"
PbRatio,"7.423","4.036","2.398","6.717","6.556","5.281","3.314","5.373","4.749"
EnterprisesValueRevenueRatio,"52.406","27.56","9.09","21.925","12.292","7.579","6.975","12.776","224.966"
EnterprisesValueEBITDARatio,"-14.954","-7.865","-2.381","-12.167","-4.945","-4.102","-5.95","-4.135","-5.352"
