name,ttm
MarketCap,"7,960,186,794"
EnterpriseValue,"11,520,049,794"
PeRatio,"388.908"
ForwardPeRatio,"27.248"
PsRatio,"1.597"
PbRatio,"6.839"
EnterprisesValueRevenueRatio,"2.311"
EnterprisesValueEBITDARatio,"20.289"
