name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2007,12/31/2006
MarketCap,"13,669,878,382","11,704,670,717","8,721,539,261","10,253,729,683","4,799,687,848","2,729,212,916","2,239,188,251","2,351,380,607","2,363,001,507","1,661,103,508","2,608,209,614","2,215,893,543","1,851,938,217","1,211,865,632","1,197,131,340","764,141,982","584,362,017","724,803,357"
EnterpriseValue,"15,678,662,382","13,642,049,717","10,283,794,261","12,155,370,683","5,819,706,375","4,353,994,971","3,438,224,433","3,566,945,728","3,017,678,061","2,947,132,558","3,645,459,878","3,145,808,047","2,781,852,721","1,247,116,667","1,855,866,942","1,446,746,317","836,279,530","976,720,870"
PeRatio,"27.764","22.551","12.786","19.913","17.925","12.492","9.082","36.807","22.828","15.687","55.657","18.622",,,"11.603",,,
ForwardPeRatio,"21.505","16.835","13.28","18.349","14.409","10.776","9.443","13.928","13.986","12.563","14.164","13.755",,,,,,
PsRatio,"1.864","1.587","1.035","1.727","1.217","0.786","0.626","0.633","0.885","0.545","0.816","0.831",,,"0.606",,,
PbRatio,"5.247","4.378","3.727","4.882","2.865","2.451","1.874","2.046","2.216","2.277","3.093","2.899",,,"1.972",,,
EnterprisesValueRevenueRatio,"2.085","1.814","1.167","1.683","1.539","1.115","0.914","0.927","1.008","1.015","1.246","1.077","0.881","0.473","0.927","0.82","0.427","0.634"
EnterprisesValueEBITDARatio,"13.129","11.423","6.585","8.946","8.205","6.456","6.596","10.083","9.268","9.358","12.825","13.368","6.85","4.042","6.097","7.976","4.307","4.675"
