name,ttm,12/31/2023,12/31/2022
MarketCap,"3,495,624,970","1,907,024,369","1,445,334,634"
EnterpriseValue,"6,943,505,970","5,562,985,369","4,915,618,634"
PeRatio,"19.697","41.235","28.629"
ForwardPeRatio,"39.063",,
PegRatio,"3.992",,
PsRatio,"6.191","1.37","1.262"
EnterprisesValueRevenueRatio,"4.802","4.624","4.352"
EnterprisesValueEBITDARatio,"8.401","8.873","8.546"
