name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,09/30/1990
MarketCap,"19,863,809,153","19,195,931,928","19,372,642,814","15,457,062,875","6,493,627,938","6,927,868,556","9,447,006,308","13,227,740,640","10,865,892,483","7,321,464,900","12,229,598,534","16,139,528,921","10,446,659,963","7,931,122,986","3,936,698,409","4,518,288,626","2,687,157,044","3,919,829,022","2,917,674,994","2,190,422,798","1,465,586,992","954,997,784","796,258,664","767,317,582","910,434,201","402,776,199","369,855,000","479,489,479","391,266,298","333,201,375","329,822,969","434,598,569","365,629,061","250,573,010","370,742,754"
EnterpriseValue,"21,433,809,153","20,903,931,928","21,280,642,814","16,358,150,875","7,689,790,938","8,102,948,556","10,416,777,308","14,239,035,640","11,884,889,483","9,349,691,900","13,531,611,534","17,273,596,921","11,502,923,963","9,073,194,986","4,855,749,409","5,283,130,626","3,526,056,044","4,251,331,022","2,995,551,994","2,467,235,798","1,725,560,992","1,224,273,784","1,158,697,664","1,154,611,582","1,184,412,201","694,176,199","710,755,000","676,789,479","638,066,298","571,701,375","588,822,969","601,198,569","486,329,061","353,373,010","436,542,754"
PeRatio,"12.404","8.83","4.459","21.591","30.717","9.212","42.17",,,,"30.844","68","78.952","55","38.232","30.483","12.5","23.608","8.627","15.862","16.45","33.736","49.56","15.719","47.737","76.493","187.491","20.04","25.561",,,"633.471","487.27","3,672.092","56.029"
ForwardPeRatio,"14.599","10.953","6.25","5.408","8.482","14.663",,"30.581","69.444","86.957","30.675","29.499","37.313","29.674","85.47","30.675",,,,,,,,,,,,,,,,,,,
PegRatio,,,,"0.133","3.752","1.126",,,,"2.544","0.623","0.867","0.91","0.913","7.426","3.836",,,,,,,,,,,,,,,,,,,
PsRatio,"3.395","2.966","2.202","4.537","4.449","3.181","5.435","7.929","9.261","4.322","6.076","10.057","8.673","8.649","4.664","5.185","2.796","5.411","3.693","2.287","2.744","1.86","2.256","1.656","4.642","2.397","2.325","2.512","2.399","1.539","1.452","2.645","2.477","1.783","2.58"
PbRatio,"1.523","1.501","1.491","6.645","3.065","3.13","4.511","4.981","3.795","3.451","5.168","6.931","4.901","3.875","2.102","2.493","1.501","3.663","3.207","4.361","3.216","2.615","2.271","2.214","4.118","2.16","2.025","2.606","2.438","2.164","1.34","2.831","3.091","2.102","3.113"
EnterprisesValueRevenueRatio,"3.624","3.535","2.351","4.743","5.245","3.922","4.761","8.071","10.284","6.889","6.227","9.892","9.55","9.26","5.626","6.009","3.728","5.806","3.931","3.613","3.253","2.403","3.275","2.583","3.213","2.361","2.828","3.656","3.912","2.673","2.483","3.659","3.295","2.515","3.41"
EnterprisesValueEBITDARatio,"5.553","5.416","3.077","7.248","11.128","5.945","8.762","33.701","629.997","17.58","18.312","14.363","15.184","13.959","8.181","9.902","6.326","9.612","4.452","6.49","6.216","4.626","7.349","5.986","8.845","6.956","9.817","6.489","7.098","10.083","8.46","11.301","9.925","8.64","11.251"
