name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"1,675,898,348","731,879,892","53,909,828","140,440,220","213,686,100","239,263,200","305,668,300","733,034,274","403,175,805","288,957,240","166,325,280","189,786,440"
EnterpriseValue,"1,763,090,348","841,644,892","178,691,828","250,925,220","325,875,100","307,246,200","314,437,300","703,077,274","442,745,805","295,679,240","146,840,280","212,214,440"
PeRatio,,,,,,,"25.717","9.005","21.309","31.778","3.359","36.61"
ForwardPeRatio,"84.034",,,,,,"10.32","9.98","15.625","12.255","9.425","15.015"
PegRatio,,,,,,,"0.688","0.624","0.781","0.613","0.539","0.751"
PsRatio,"6.342","2.641","0.241","0.638","0.773","1.181","1.07","1.889","1.83","1.595","1.998","0.059"
PbRatio,"7.902","4.132","0.272","0.532","0.806","0.792","0.911","2.267","2.3","1.774","1.461","6.055"
EnterprisesValueRevenueRatio,"8.414","3.847","0.829","1.198","1.411","1.535","1.087","1.815","1.935","1.706","1.247","2.886"
EnterprisesValueEBITDARatio,,"-32.143","-4.846","-10.83","-15.625","-13.986","7.785","6.371","19.924","15.772","16.236","59.427"
