name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"12,630,672,397","12,768,181,762","10,037,701,053","12,804,386,908","9,523,283,573"
EnterpriseValue,"19,386,886,513","19,642,182,348","17,066,381,746","18,738,166,874","13,857,171,085"
PeRatio,"1.911",,,,"1.868"
ForwardPeRatio,"37.594","36.101","42.553","49.751","46.296"
PsRatio,"2.265","2.275","2.141","3.335","3.148"
PbRatio,"2.381","2.318","2.155","2.953","2.145"
EnterprisesValueRevenueRatio,"2.58","2.614","2.524","3.648","3.302"
EnterprisesValueEBITDARatio,"8.755","8.87","10.711","19.107","54.513"
