name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"927,405,445","899,541,770","719,761,961","547,578,434","360,064,546","524,966,009","553,664,595","771,626,449","728,028,000","222,120,914","1,281,747,166","1,588,415,065","1,091,124,269","784,064,747"
EnterpriseValue,"1,277,605,445","1,269,741,770","1,224,961,961","1,096,078,434","998,864,546","1,214,166,009","1,223,864,595","1,484,526,449","1,487,228,000","1,118,020,914","1,818,947,166","1,968,715,065","1,575,324,269","1,370,998,747"
PeRatio,"16.279","16.523","7.192","21.258","25.588",,"3.519","149.875","45.36",,"241.75","38.661","11.136","11.037"
ForwardPeRatio,,,,"10.989","21.739","10.929","17.452",,,,"30.675","22.075","14.389","7.236"
PegRatio,,,,,,,,,,,"3.07","2.207","1.439","2.584"
PsRatio,"0.456","0.443","0.399","0.393","0.257","0.284","0.392","0.596","0.581","0.166","0.887","0.921","0.573","0.548"
PbRatio,"1.51","1.479","1.251","1.123","0.752","1.008","1.205","2.621","2.488","0.792","2.54","2.974","2.024","1.377"
EnterprisesValueRevenueRatio,"0.619","0.615","0.621","0.753","0.749","0.759","0.844","1.115","1.216","0.82","1.21","1.195","0.845","0.891"
EnterprisesValueEBITDARatio,"4.769","4.74","4.136","4.501","4.777","1,214.166","4.707","7.002","6.273","5.934","63.823","9.497","7.41","10.163"
