name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997
MarketCap,"7,869,221,475","5,136,322,284","1,419,097,920","2,066,415,000","1,439,352,803","1,026,558,883","1,426,862,731","1,412,318,450","786,670,380","1,763,450,383","1,769,452,244","2,703,010,595","3,978,134,950","3,934,209,720","4,398,070,860","2,774,969,563","1,553,891,391","6,857,385,577","7,023,386,374","5,824,143,148","4,312,177,296","2,450,334,224","2,707,965,535","2,625,078,150","2,953,664,230","2,161,760,625","3,932,635,500","1,587,706,134","701,937,500"
EnterpriseValue,"8,075,595,475","5,588,814,284","2,378,113,920","2,478,198,000","2,235,856,803","2,376,322,883","1,202,562,731","1,265,017,450","652,993,380","1,695,813,383","1,798,293,244","2,645,858,595","3,733,038,950","3,323,915,720","3,640,283,860","2,302,679,563","1,355,848,391","6,208,855,577","6,493,634,374","5,362,289,148","3,961,809,296","2,018,731,224","2,306,930,535","2,386,194,150","2,816,083,230","2,169,093,625","3,939,968,500","1,635,083,134","749,992,500"
PeRatio,"15.467","25.475","72.4","8.824",,"22.108","28.893",,"68.294","90.483","27.149","20.217","38.462","32.352","30.186","131.417","3.839","15.306","17.329","18.139","21.511","12.696","14.351","16.091","19.232","15.243","51.689","44.466","25.463"
ForwardPeRatio,"14.286","18.215","17.007","9.407","16.42","16.529","20.243","196.078","70.423","23.585","13.793","13.986","14.327","10.905","18.182",,,,,,,,,,,,,,
PegRatio,,,,,,,,,"3.518","1.179","0.69","0.98","0.876","0.473","0.863",,,,,,,,,,,,,,
PsRatio,"1.734","1.352","0.418","0.674","0.463","0.305","0.412","0.426","0.233","0.518","0.495","0.645","0.972","0.989","1.306","0.917","0.425","1.943","2.206","2.175","2.358","1.539","1.756","1.994","2.488","2.075","5.559","3.935","2.039"
PbRatio,"6.31","5.93","2.196","2.273","1.695","1.044","1.269","1.217","0.649","1.397","1.268","1.614","2.392","2.112","2.326","1.56","0.863","4.237","4.998","5.853","6.443","2.984","3.613","4.409","6.988","6.949","33.887","67.686","62.461"
EnterprisesValueRevenueRatio,"1.677","1.388","0.65","0.675","0.701","0.661","0.332","0.379","0.192","0.481","0.458","0.617","0.854","0.799","1.049","0.762","0.36","1.656","1.957","1.926","1.96","1.2","1.446","1.748","2.275","2.082","5.447","3.644","2.236"
EnterprisesValueEBITDARatio,"8.956","10.963","9.891","4.845","13.352","9.233","3.613","6.553","2.346","5.463","4.235","5.827","9.353","7.779","7.895","8.26","1.643","7.002","8.436","8.452","9.418","5.16","6.243","7.633","9.902","8.04","26.885","21.658","12.986"
