name,ttm,12/31/2023,12/31/2022,12/31/2019,12/31/2015,12/31/2011
MarketCap,"10,920,055,347","10,084,697,145","12,642,856,104","1,609,353,308","2,985,109,200","14,695,039,140"
EnterpriseValue,"11,953,055,347","11,478,697,145","15,321,856,104","12,567,353,308","15,884,109,200","29,435,039,140"
PeRatio,"4.934","2.085",,,,
ForwardPeRatio,"31.153","20.619","4.755",,,
PegRatio,,"1.717",,,,
PsRatio,"1.535","1.104",,,,
PbRatio,"1.018","0.98","2.003",,,
EnterprisesValueRevenueRatio,"1.537","1.476","1.339","1.48","1.244","2.53"
EnterprisesValueEBITDARatio,"2.513","2.414","2.752","5.522","-0.961","6.09"
