name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"11,931,868,050","9,569,616,480","6,727,767,000","11,067,596,640","12,906,134,200","9,441,989,260","8,562,290,818","13,243,425,000","12,673,080,000","14,621,968,558","16,332,646,916","13,508,155,025","11,660,757,494","7,088,235,000","6,671,146,667","6,053,902,880","5,145,366,000","6,036,782,656","5,951,730,263","5,162,001,414","3,896,351,296","2,515,608,576","1,503,729,644","2,070,748,256","1,406,613,800","543,059,454","2,395,530,405","1,226,202,705","959,173,912","668,905,548"
EnterpriseValue,"22,656,616,050","20,237,759,480","18,322,628,000","22,037,661,640","23,282,332,200","19,280,275,260","18,334,083,818","21,358,482,000","20,224,872,000","21,848,414,558","23,165,922,916","20,971,869,025","19,674,196,494","11,022,333,000","10,096,768,667","9,150,839,880","8,394,099,000","9,256,776,656","9,516,203,263","6,189,819,414","5,020,204,296","3,621,510,576","2,726,484,644","2,854,261,256","2,450,581,800","467,359,454","3,601,630,405","1,579,402,705","1,043,973,912","650,705,548"
PeRatio,"18.416","16.267","10.837","13.001","18.202","19.59","14.619","27.06","18.555","31.401","22.475","23.868","20.207","18.267","17.637","14.468","14.042","15.873","22.047","23.775","18.301","15.663","12.648","16.225",,,"155.598","33.536","39.41","47.345"
ForwardPeRatio,"14.859","11.877","10.87","13.514","14.368","13.85",,"20.284","15.314","17.182","19.084","14.837","14.793","12.24","15.674",,,,,,,,,,,,,,,
PegRatio,"1.22","0.427","4.895","1.035","0.963","0.9",,"2.317","1.458","1.554","2.253","1.404","1.42","0.974","1.307",,,,,,,,,,,,,,,
PsRatio,"1.049","0.818","0.636","1.107","1.284","1.08","0.801","0.923","0.921","1.117","1.308","1.206","1.323","1.091","1.111","1.002","0.928","1.15","1.265","2.05","1.769","1.445","1.209","1.535","1.042","0.376","2.005","2.843","3.427","1.457"
PbRatio,"11.298","7.98","12.674","9.629","8.196","4.072","2.239","2.755","2.543","2.93","3.283","3.165","3.099","3.551","3.372","2.835","2.635","3.485","5.19","6.682","7.448","8.198","21.401","4.112","4.254","1.664","4.972","4.48","4.152","7.907"
EnterprisesValueRevenueRatio,"1.866","1.667","1.578","1.897","2.016","1.693","1.608","1.964","1.889","2.189","1.811","1.783","2.403","1.637","1.623","1.498","1.483","1.758","1.95","2.081","2.306","1.887","1.47","1.729","1.649","0.323","2.992","2.083","2.096","4.827"
EnterprisesValueEBITDARatio,"9.761","8.719","8.912","8.871","10.335","8.552","8.62","8.19","7.335","12.594","10.025","10.065","12.042","7.735","8.725","7.801","7.642","8.769","10.426","10.579","10.732","8.333","6.079","6.86","8.425","2.482","11.871","9.561","9.877","19.6"
