name,ttm
MarketCap,"3,450,808,394"
EnterpriseValue,"3,734,137,394"
PeRatio,"27.189"
ForwardPeRatio,"26.042"
PsRatio,"1.266"
PbRatio,"7.613"
EnterprisesValueRevenueRatio,"1.37"
EnterprisesValueEBITDARatio,"17.447"
