name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"5,129,179,668","4,882,346,145","7,693,623,000","5,528,794,580","5,767,131,300","2,423,921,490","2,117,326,750","2,884,152,820","1,279,361,891","2,220,874,160","1,213,207,650","1,716,856,655","756,278,557","986,107,524","796,600,324","538,171,907","456,085,408","553,897,041","553,332,793","109,649,534","108,244,582"
EnterpriseValue,"6,292,427,668","5,896,685,145","8,932,510,000","5,588,579,580","5,814,056,300","2,249,768,490","1,899,421,750","2,774,080,820","1,270,506,891","2,146,949,160","1,128,580,650","1,683,847,747","687,488,973","919,778,166","713,344,476","470,707,401","392,369,502","456,217,956","537,231,882","103,013,911","92,236,868"
PeRatio,"19.224","19.765","38.446","14.412","266.938",,"41.8",,,,,,,,,,,,,,
ForwardPeRatio,"12.987","9.033",,"23.042","29.674","18.083",,,,,,,,,,,,,,,
PsRatio,"6.533","6.451","13.898","12.786","30.013","12.703","7.577","16.23","7.91","19.237","20.156","26.311","17.61","16.913","54.852","37.226","51.018","139.07","848.738","3,543.407","3,030.713"
PbRatio,"61.202","19.594","79.288","19.628","58.261","9.879","8.832","39.963",,"69.841","30.376",,"15.48","36.553","39.142","77.958","29.654","9.588","36.755","19.673","7.302"
EnterprisesValueRevenueRatio,"7.588","7.111","13.532","12.606","21.727","11.479","12.508","8.762","8.661","15.897","14.981","30.728","16.243","16.399","52.359","34.43","44.77","120.072","547.221","809.8",
EnterprisesValueEBITDARatio,"13.923","13.047","28.312","21.574","38.009","-39.779","-31.996","32.349","-15.986","-84.682","-18.492","-21.32","-13.102","-49.254","-13.523","-8.256","-7.945","-16.545","-35.024","-7.713","-10.289"
