name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"1,658,261,720","1,797,045,308","1,073,107,038","1,702,750,376","1,243,377,498"
EnterpriseValue,"1,590,478,720","1,669,096,308","1,103,322,038","1,667,214,376","1,126,992,498"
PsRatio,"916.155","3,836.964","202.364","234.021","120.721"
PbRatio,"38.118","13.867",,"60.381","13.555"
EnterprisesValueRevenueRatio,"883.599","927.276","506.576","233.995","87.991"
EnterprisesValueEBITDARatio,"-7.695","-8.075","-8.769","-22.125","-17.665"
