name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"39,770,000,220","37,918,693,402","69,006,495,841","102,353,940,000","41,661,348,720","6,582,663,426","5,020,759,264"
EnterpriseValue,"32,409,000,220","31,800,693,402","61,919,495,841","94,030,940,000","38,597,340,720","5,557,924,426","3,975,448,264"
PeRatio,"7.062",,"6.473","15.582",,,
ForwardPeRatio,,,"27.933","10.03","40.65",,
PsRatio,"5.887","4.248","3.666","9.742","686.368","92.513","23.118"
PbRatio,"2.871","2.823","3.844","10.11","15.096","5.259","4.664"
EnterprisesValueRevenueRatio,"4.798","4.708","3.281","5.302","140.866","115.79","32.449"
EnterprisesValueEBITDARatio,"-9.872","-9.686","6.222","6.951","-52.729","-10.792","-11.153"
