name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
MarketCap,"4,943,620,265","4,680,864,438","4,680,670,111","6,095,293,336","7,642,218,381","8,543,037,756","5,305,331,395","4,439,430,735","3,781,291,082","3,841,093,418","2,832,662,508","2,422,465,679","1,164,013,360","929,901,052","889,079,968","1,116,381,148","583,892,732","1,468,587,090","1,111,594,401","994,584,781","861,939,508","532,611,468","179,361,870","398,889,121","87,970,025","117,544,146","40,893,761","117,283,237"
EnterpriseValue,"5,177,620,265","4,862,064,438","4,942,988,111","5,749,882,336","7,522,923,381","8,257,025,756","5,064,667,395","4,121,154,735","3,657,929,082","3,779,790,418","2,760,032,508","2,428,050,679","1,274,066,360","1,071,387,052","995,248,968","1,260,770,148","807,528,732","1,758,808,090","1,206,022,401","1,105,785,781","903,900,508","576,377,468","211,786,870","443,138,121","159,326,025","185,144,146","80,393,761","124,383,237"
PeRatio,"19.633","18.864","30.79","43.755","282.743","28.557","36.513","22.066","21.972","40.717","36.177","37.787","58.706",,,"37.657",,"27.137","26.377","41.912","47.074","43.779",,,,,,
ForwardPeRatio,,,"12.755",,,,,"15.848","15.674","18.868","18.416","21.645","14.535","11.403","12.24",,,,,,,,,,,,,
PegRatio,,,,,,,,"1.056",,,"1.228","1.444","0.97","0.807","0.875",,,,,,,,,,,,,
PsRatio,"1.511","1.483","1.516","2.198","3.122","3.17","2.221","2.116","2.061","2.209","1.856","1.764","0.952","0.834","0.856","1.089","0.543","1.66","2.019","2","2.296","2.541","2.337","5.534","1.767","2.766","3.421","24.25"
PbRatio,"3.955","4.065","4.575","4.087","5.853","5.91","4.5","3.719","4.097","4.825","3.89","3.969","2.21","1.77","1.713","1.971","1.272","2.029","4.221","5.067","6.074","6.506","29.065",,,,"1.69","2.384"
EnterprisesValueRevenueRatio,"1.404","1.318","1.472","1.92","3.03","3.002","1.997","1.83","1.868","2.133","1.659","1.718","1.005","0.923","0.959","1.221","0.772","1.948","1.917","2.082","2.372","2.82","2.981","7.267","3.185","4.461","6.756","23.469"
EnterprisesValueEBITDARatio,"8.792","8.256","9.966","18.566","43.79","14.192","11.55","10.734","10.703","16.021","12.251","12.761","9.714","7.408","15.816","9.076","-7.539","11.217","14.464","15.418","19.812","22.711","22.921","140.902","-6.414","-11.221","-4.872","-18.565"
