name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"1,956,351,099","1,892,728,387","1,369,563,779","3,544,732,804","1,330,143,802","2,388,948,623","1,429,172,020","2,407,797,976"
EnterpriseValue,"3,542,377,099","3,676,100,387","3,297,974,779","5,406,114,804","3,570,902,802","3,707,547,623","2,839,172,020","2,853,266,976"
PeRatio,"47.208","156.571","6.93","6.172","21.441","18.182","39.871","205.209"
ForwardPeRatio,"5.741",,,,,"7.686",,
PsRatio,"0.809","1.138","0.61","1.387","0.922","1.058","0.662","1.642"
PbRatio,"1.561","1.59","1.182","2.823","2.05","3.914","4.271","1.932"
EnterprisesValueRevenueRatio,"1.434","1.488","1.219","1.86","1.874","1.671","1.387","1.787"
EnterprisesValueEBITDARatio,"12.155","12.614","9.386","3.928","10.981","9.824","6.598","12.871"
