name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
MarketCap,"4,767,685,316","4,506,661,400","3,651,277,933","1,817,932,763","986,914,685","2,016,376,635","2,210,909,350","5,118,443,734","3,987,131,456","2,219,286,819","2,429,510,787","3,651,629,865","2,718,362,208","3,109,536,131","3,322,875,398","2,357,925,549","1,779,652,086","3,004,963,456","3,636,482,553","5,681,936,815","3,277,572,890","2,666,559,438","2,415,715,701","1,793,844,360","1,384,853,531","424,788,000","128,710,944","599,025,648","127,317,888","45,138,960","18,128,800","16,397,352"
EnterpriseValue,"5,923,066,316","5,787,152,400","4,487,503,933","2,550,492,763","1,678,747,685","2,850,735,635","3,115,879,350","5,823,301,734","4,563,510,456","3,007,821,819","3,075,916,787","4,141,993,865","3,306,389,208","3,509,691,131","3,694,013,398","2,308,048,549","1,698,429,086","3,037,529,456","3,684,537,553","5,550,725,815","3,165,201,890","2,566,076,438","2,333,561,701","1,760,260,360","1,347,374,531","465,988,000","175,410,944","599,025,648","149,617,888","52,738,960","27,328,800","14,897,352"
PeRatio,"13.273","8.71",,,,,"22.021",,,,"19.988","16.231","9.505","10.8","28.355",,"5.138","6.996","6.113","19.97","30.391","48.426","1,005.667","11.261","109.559",,,"25.792","30.296","10.703","14.333","13.222"
ForwardPeRatio,"19.157","5.76","8.258",,,,,,,,"13.755","18.797","13.624","7.559","15.65",,,,,,,,,,,,,,,,,
PegRatio,"0.404","0.246",,,,,,,,,"0.953","1.74","3.371","0.296","3.131",,"-4.412",,,,,,,,,,,,,,,
PsRatio,"0.789","0.744","1.581","1.43","0.714","0.789","0.69","2.282","3.899","0.892","0.821","1.367","1.038","1.322","2.258","2.985","0.806","1.45","1.634","3.796","3.289","3.491","4.643","1.865","4.939","2.789","0.689","2.991","1.545","0.698","0.842","0.856"
PbRatio,"0.991","0.929","2.201","1.053","0.466","0.685","0.589","1.425","1.716","0.843","0.85","1.331","1.029","1.283","1.519","1.133","0.837","1.585","2.426","4.37","3.253","3.252","3.275","2.611","4.829","2.78","0.82","4.078","2.927","2.246","1.353","1.624"
EnterprisesValueRevenueRatio,"1.428","1.396","1.695","1.879","1.493","1.154","0.937","2.471","4.983","1.59","0.967","1.525","1.214","1.368","2.525","2.952","0.823","1.437","1.447","3.189","3.163","3.306","4.42","1.778","2.314","1.516","0.94","3.14","1.788","0.819","0.779","0.603"
EnterprisesValueEBITDARatio,"5.427","5.303","6.484","14.883","-7.654","5.195","5.189","11.812","21.465","6.556","3.067","4.491","3.226","3.642","6.879","9.52","2.061","3.304","2.982","7.524","11.668","15.355","23.497","4.803","10.361","10.811","5.695","11.769","10.178","5.274","5.694","3.82"
