name,ttm,12/31/2023,12/31/2022
MarketCap,"1,002,187,500","993,750,000","931,875,000"
EnterpriseValue,"1,001,188,348","992,941,897","931,795,947"
PeRatio,"59.389","31.176",
PbRatio,"1.341","1.312","1.285"
EnterprisesValueEBITDARatio,"-40.953","-40.616","-572.248"
