name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"908,573,159","1,236,208,284","1,376,852,795","2,182,794,500"
EnterpriseValue,"660,299,159","963,489,284","1,051,068,795","2,016,982,500"
PeRatio,,,,"130.137"
PsRatio,"4.868","6.958","8.964","18.236"
PbRatio,"2.312","2.975","3.319","5.418"
EnterprisesValueRevenueRatio,"3.421","4.992","6.408","15.764"
EnterprisesValueEBITDARatio,"-149.796","-218.577","110.732","226.094"
