name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"27,890,770,725","10,625,060,697","9,670,753,406","13,923,064,546","12,137,906,046","9,075,439,675","6,245,815,314","7,851,434,988","5,381,601,106","6,025,252,902","5,215,553,450","5,662,839,255","2,732,951,028","1,320,084,748","2,123,332,567","1,984,106,351"
EnterpriseValue,"40,858,770,725","14,075,472,572","13,136,715,320","16,975,473,152","15,808,827,712","13,355,095,392","9,582,617,256","11,194,279,047","8,703,491,251","9,356,973,447","8,500,752,922","9,225,255,760","6,445,226,532","5,287,325,471","6,259,520,889","6,356,849,774"
PeRatio,"74.584","11.449","9.709","18.628","24.006",,"9.77","18.245","10.547","18.461","14.499","21.647","8.378","5.831","32.248",
ForwardPeRatio,"15.408","10.194","10.122","13.793","15.48","13.423","7.536","11.933","10.341","10.395","10.56","11.299",,,,
PsRatio,"1.033","0.794","0.775","1.19","1.168","0.868","0.592","0.857","0.605","0.679","0.493","0.547","0.285","0.138","0.242","0.229"
PbRatio,"1.553","1.825","1.843","2.932","3.54","2.787","2.177","2.754","2.188","2.617","1.772","1.875","0.916","0.513","0.906","0.826"
EnterprisesValueRevenueRatio,"2.432","1.049","1.047","1.498","1.646","1.288","0.908","1.217","0.974","1.037","0.804","0.869","0.664","0.546","0.705","0.733"
EnterprisesValueEBITDARatio,"20.42","6.441","6.231","9.171","10.759","39.776","5.98","8.803","6.319","8.53","6.863","6.91","4.664","4.212","5.839","6.965"
