name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"4,669,862,569","5,015,194,706","4,612,031,992","4,768,721,612","1,259,452,465","1,639,804,596","1,180,754,483","1,638,443,732","1,961,659,751","2,160,873,049","2,399,521,654","859,528,239","434,503,410","286,897,011","342,681,388","256,662,665","189,136,432","442,548,909","537,053,531","441,748,758","292,585,535"
EnterpriseValue,"7,691,025,569","8,068,456,706","7,797,891,992","5,902,527,612","2,400,354,465","2,825,062,596","2,800,610,483","3,372,816,732","3,766,182,751","4,016,355,049","4,168,134,654","1,693,882,933","1,235,195,574","1,023,418,263","999,419,505","894,998,802","856,880,023","1,069,300,337","1,085,647,833","862,276,565","565,961,722"
PeRatio,"96.727","134.471",,"181.5","213.714",,,,"330.313","92.607",,,,,,"58.143","23.167","38.175","58.188","46.47",
ForwardPeRatio,"125",,,"49.505",,,,,,,,"26.596","20.79",,,,,,,,
PegRatio,,,,,,,,,,,,"8.866","6.927",,,,,,,,
PsRatio,"5.681","6.068","5.858","6.649","4.599","5.011","3.31","4.572","5.524","6.275","6.15","4.492","3.7","2.831","3.374","1.841","1.182","3.211","4.229","3.243","5.337"
PbRatio,"1.309","1.38","1.191","3.978","1.014","1.259","0.799","1.034","1.193","1.242","1.311","1.93","1.172","0.844","0.971","0.684","0.664","1.705","1.976","2.825","1.849"
EnterprisesValueRevenueRatio,"9.345","9.804","9.723","15.811","9.002","8.964","7.907","9.4","10.635","11.574","16.06","13.081","12.795","11.484","10.581","7.763","6.032","7.706","8.278","8.735","11.97"
EnterprisesValueEBITDARatio,"13.164","13.81","13.798","32.511","14.604","14.574","15.893","13.273","15.15","15.913","27.252","19.861","22.216","15.983","16.593","13.546","10.883","14.964","16.192","16.05","26.699"
