name,ttm,10/31/2024,10/31/2023,10/31/2022,10/31/2021,10/31/2020,10/31/2019,10/31/2018,10/31/2017
MarketCap,"2,846,561,021","2,777,602,078","2,054,011,190","2,172,359,243","2,972,013,990","1,982,781,452","2,013,221,301","1,815,539,500","1,905,157,620"
PeRatio,"3.305","5.716",,,"2.719",,"9.042","4.485",
PsRatio,"3.298","5.7",,,"2.717",,"8.941","4.464",
PbRatio,"1.011","1.089","0.911","0.891","1.104","1.105","0.995","0.93",
EnterprisesValueRevenueRatio,"4.385","7.466",,,"3.507",,"11.908","6.147",
