name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
MarketCap,"201,104,809,931","173,968,020,082","148,303,570,848","168,001,730,000","307,403,306,076","224,220,422,329","232,099,920,000","173,918,149,176","152,140,918,325","149,235,415,853","172,499,080,752","151,351,000,000","116,082,000,000","93,804,682,988","55,977,092,643","63,307,290,144","51,035,961,956","55,944,801,000","67,480,058,000","63,798,240,000","48,433,736,000","46,330,888,931","40,608,261,000","30,561,604,000","37,586,332,000","80,871,975,000","53,846,000,000","52,551,625,000","54,421,874,274","42,672,497,992","30,117,571,875","20,329,310,758","20,235,466,207","19,028,636,235","14,857,658,000","11,956,277,175","16,370,850,794","8,650,093,333","10,217,006,632","5,167,857,165","2,715,649,394"
EnterpriseValue,"243,845,809,931","215,598,020,082","184,034,570,848","206,644,730,000","347,171,306,076","265,526,422,329","283,605,920,000","193,265,149,176","169,991,918,325","164,449,415,853","183,297,080,752","163,397,000,000","127,153,000,000","104,453,682,988","67,057,092,643","73,289,290,144","60,545,961,956","67,582,801,000","77,691,058,000","74,511,240,000","59,177,736,000","58,115,888,931","52,125,261,000","43,452,604,000","46,074,332,000","89,911,975,000","65,125,000,000","64,109,625,000","65,172,874,274","54,736,497,992","32,523,071,875","23,079,310,758","22,258,266,207","20,486,236,235","16,185,358,000","12,650,277,175","16,794,650,794","9,073,893,333","10,746,506,632","5,707,857,165","3,043,849,394"
PeRatio,"40.827","36.854","65.894","54.213","272.855",,"17.307","14.709","17.446","16.642","21.247","21.35","19.542","17.254","11.968","16.305","15.602","13.461","15.703","20.745","19.46","20.134","32.532","25.233","310.333","76.5","41.935","28.511","28.191","32.27","68.304","56.986","92.073","71.079","285.003","184.95","309.938","202.734","322.918","263.335","762.412"
ForwardPeRatio,"20.619","18.282","15.848","17.391","33.898","48.077","21.413","15.974","15.385","15.221","18.282","19.455","16.181","14.881","10.341",,,"17.544",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.976","0.452","0.731","0.579","1.011","13.327","3.19","1.512","1.924","1.707","1.556","1.322","1.202","1.035","0.79",,,"1.92",,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.226","1.96","1.688","2.126","4.85","3.218","3.192","3.069","2.832","2.75","3.422","3.295","2.647","2.282","1.408","1.694","1.424","1.58","2.046","1.901","1.578","1.544","1.541","1.222","1.54","3.2","2.314","2.296","2.465","2.277","2.568","2.022","2.372","2.536","2.403","2.203","3.802","2.474","3.492","2.091","1.347"
PbRatio,"1.997","1.729","1.52","1.816","3.544","2.611","2.565","3.806","3.476","3.377","3.708","3.325","2.666","2.352","1.497","1.687","1.513","1.731","2.138","1.961","1.848","1.776","1.707","1.304","1.601","3.394","2.567","2.711","3.149","2.653","4.725","3.691","4.023","4.045","3.838","3.575","6.939","3.666","5.536","3.643","2.292"
EnterprisesValueRevenueRatio,"2.669","2.395","2.096","2.548","5.459","3.806","4.378","3.338","3.063","2.937","3.57","3.405","2.873","2.492","1.64","1.926","1.675","1.786","2.172","2.242","1.853","1.89","1.926","1.716","1.803","3.59","2.783","2.79","2.9","2.921","2.783","2.295","2.61","2.73","2.618","2.31","3.927","2.595","3.673","2.31","1.51"
EnterprisesValueEBITDARatio,"16.669","14.586","16.256","17.575","40.61","37.905","13.789","10.872","9.868","9.159","11.664","11.215","10.58","9.104","6.498","8.332","7.807","7.521","9.59","12.104","10.866","11.053","13.753","12.683","6.108","12.256","9.558","8.511","7.32","7.855","8.008","6.765","8.598","10.009","8.999","6.931","10.317","10.704","14.224","11.336","8.42"
