name,ttm,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019
MarketCap,"9,746,150,108","9,703,950,410","8,329,553,820","5,775,386,848","2,816,708,538","3,600,219,172"
EnterpriseValue,"12,810,188,108","12,826,713,410","11,212,334,820","8,927,312,848","6,678,225,538","5,507,500,172"
PeRatio,"19.537","20.131","20.49","15.875","13.325","27.107"
ForwardPeRatio,"18.484","19.342","18.692","15.576","12.658","18.149"
PegRatio,"2.309","1.933","1.438","1.199","1.266","1.815"
PsRatio,"0.507","0.529","0.523","0.39","0.218","0.274"
PbRatio,"7.2","10.292","14.672","26.551",,
EnterprisesValueRevenueRatio,"0.656","0.664","0.673","0.579","0.506","0.423"
EnterprisesValueEBITDARatio,"12.907","13.731","14.217","11.21","13.286","12.604"
