name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"3,604,889,491","4,284,250,151","3,813,424,638","5,502,802,976","4,338,960,166","5,399,858,264","4,196,842,334","5,677,921,600","4,545,627,047","4,494,131,068","5,169,600,219","4,753,118,914","2,884,210,554","1,675,902,866","2,062,763,216"
EnterpriseValue,"8,327,545,491","9,040,332,151","8,137,946,638","8,983,382,976","7,770,150,166","8,457,753,264","7,003,972,334","8,069,435,600","6,739,588,047","6,365,780,068","6,244,910,219","5,308,338,914","3,343,325,554","2,090,711,866","2,096,741,216"
PeRatio,"64.526",,"16.399",,,"48.958","24.903","89.911","26.473","62.176",,,,"169.885",
ForwardPeRatio,,,"32.68",,,,,"82.645","19.96","21.978","38.023","40.486","142.857","109.89",
PsRatio,"3.472","3.621","2.019","6.779","5.066","3.708","4.684","5.239","4.95","6.143","9.082","10.506","7.387","7.14","14.385"
PbRatio,"1.204","1.445","1.092","1.494","1.168","1.692","1.352","1.877","1.809","1.927","2.361","2.143","1.251","0.731","0.947"
EnterprisesValueRevenueRatio,"8.132","8.828","5.059","6.291","11.108","6.503","6.579","7.335","6.512","7.986","9.841","11.308","8.871","7.584","14.691"
EnterprisesValueEBITDARatio,"-24.336","-26.419","14.626","22.5","21.692","23.19","24.706","25.404","13.972","20.54","46.365","-261.392","-35.131","14.201","-3.348"
