name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2017
MarketCap,"5,434,369,300","7,055,362,148","3,595,391,897","1,940,400,000","4,014,467,494"
EnterpriseValue,"6,330,369,300","8,343,362,148","5,202,391,897","3,489,400,000","11,490,467,494"
PeRatio,"10.462","20.509",,,
ForwardPeRatio,"8.258","12.642","19.157",,
PegRatio,"0.927","0.241",,,
PsRatio,"1.014","1.438","0.881","0.551",
PbRatio,"4.04","9.493","7.981","3.125",
EnterprisesValueRevenueRatio,"1.144","1.675","1.273","0.991","2.016"
EnterprisesValueEBITDARatio,"5.163","8.294","11.285","9.456","-9.005"
