name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"1,935,755,082","2,578,772,986","1,331,428,183","2,472,884,999","5,532,918,423"
EnterpriseValue,"1,600,634,082","2,211,488,986","953,720,183","1,954,811,999","4,946,187,423"
PeRatio,"49.574","63.929",,,
PsRatio,"9.265","13.295","7.803","19.616","54.512"
PbRatio,"3.529","4.576","2.879","4.265","8.77"
EnterprisesValueRevenueRatio,"7.388","10.207","5.27","14.172","45.758"
EnterprisesValueEBITDARatio,"-9.312","-12.865","-6.694","-18.001","-86.384"
