name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"21,260,240,000","9,864,196,235","9,388,907,221","17,603,883,368"
EnterpriseValue,"20,026,240,000","8,866,196,235","8,429,907,221","17,193,768,368"
ForwardPeRatio,"46.296",,,
PsRatio,"4.44","2.675","3.695","12.221"
PbRatio,"14.972","8.629","8.427","17.439"
EnterprisesValueRevenueRatio,"4.299","2.465","3.406","12.001"
EnterprisesValueEBITDARatio,"1,054.013","-34.769","-23.416","-83.062"
