name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014
MarketCap,"3,209,563,053","2,530,185,302","581,571,079","177,003,051","433,419,002","217,213,327","39,771,653","207,720,474","115,129,846","101,595,596","71,732,003","21,472,222"
EnterpriseValue,"2,722,719,053","2,002,122,302","563,910,079","183,148,815","401,276,036","215,084,181","33,598,802","208,643,199","114,996,220","101,523,712","71,660,119","21,459,887"
PeRatio,"121.885",,,,,,,,,,,
ForwardPeRatio,"1,111.111","104.167",,,"31.348",,,,,,,
PsRatio,"6.541","5.214","2.098","0.919","11.86","7.671","16.353","391.418","243.972",,,"8,136.095"
PbRatio,"1.823","1.804","1.011","0.47","1.538","11.833","1.324","628.992","3.809","141.427","88.391","44.496"
EnterprisesValueRevenueRatio,"7.185","5.84","4.005","1.332","16.549","20.687","14.475","396.394","244.375","1,237.626",,"8,399.173"
EnterprisesValueEBITDARatio,"186.093","138.173","-74.218","5.993","320.123","-22.057","-2.531","-4.758","-11.299","-51.743","-20.609","9,408.105"
