name,ttm,08/31/2024,08/31/2023,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013,08/31/2012,08/31/2011,08/31/2010,08/31/2009,08/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004,08/31/2003,08/31/2002,08/31/2001
MarketCap,"219,749,866,266","214,192,149,341","203,413,406,967","182,066,599,838","212,734,850,361","152,155,334,653","126,262,269,027","108,041,559,195","80,490,230,443","71,377,403,510","59,079,133,719","51,168,443,609","46,590,308,026","39,016,132,108","34,374,448,435","22,876,407,819","20,557,558,230","30,242,981,384","31,340,018,524","24,486,754,734","20,980,856,621","24,813,884,394","19,850,871,004","15,529,839,508","13,923,583,779"
EnterpriseValue,"219,585,058,266","213,251,597,341","197,969,691,967","178,847,317,838","206,168,903,361","149,221,618,653","121,513,765,027","104,138,251,195","77,133,057,443","67,905,529,510","55,077,779,719","47,143,570,609","40,953,847,026","32,373,378,108","28,672,860,435","18,036,716,819","16,008,947,230","26,895,055,384","27,820,704,524","21,118,672,734","18,108,594,621","22,009,514,394","17,957,519,004","14,516,443,508","12,235,259,779"
PeRatio,"29.449","31.314","28.857","27.979","37.604","31.404","27.524","27.095","23.184","19.426","20.1","18.216","15.052","16.042","15.762","13.759","13.525","16.677","20.919","18.654","15.641","21.393","24.322","18.077","16.374"
ForwardPeRatio,"27.701","26.385","25.974","23.866","34.13","29.762","24.45","23.148","20.202","19.646","18.149","16.393","15.576","14.306","14.065",,,,,,,,,,
PegRatio,"2.708","2.216","3.013","2.029","3.003","3.489","2.38","2.04","1.925","2.037","2.014","1.661","1.586","1.857","1.256",,,,,,,,,,
PsRatio,"3.363","3.38","3.255","3.117","4.538","3.493","2.982","2.733","2.399","2.254","1.958","1.814","1.714","1.503","1.454","1.214","1.119","1.415","1.656","1.454","1.371","1.732","1.625","1.27","1.15"
PbRatio,"7.528","7.707","8.03","8.512","10.998","9.501","9.171","11.028","9.855","10.015","9.994","9.092","8.63","9.411","8.862","8.067","7.122","12.272","15.189","12.927","12.364","16.859","27.302","31.381","49.342"
EnterprisesValueRevenueRatio,"3.309","3.308","3.115","3.001","4.3","3.35","2.808","2.565","2.137","1.986","1.678","1.514","1.358","1.087","1.048","0.781","0.691","1.106","1.297","1.159","1.059","1.456","1.379","1.111","0.937"
EnterprisesValueEBITDARatio,"18.966","19.761","18.275","17.589","21.537","18.412","17.221","15.811","13.871","11.41","10.865","9.823","8.267","7.174","7.097","5.299","5.018","7.994","9.388","9.991","7.859","10.593","10.51","13.08","11.025"
