name,ttm,12/31/2023,12/31/2022
MarketCap,"1,753,124,915","1,971,708,033","1,917,874,692"
EnterpriseValue,"1,541,603,915","1,808,481,920","1,669,579,272"
PbRatio,"10.712","9.759","6.359"
EnterprisesValueEBITDARatio,"-10.78","-14.392","-9.647"
