name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"17,014,770,766","14,949,957,689","11,602,022,557","14,163,218,860","14,031,573,150","11,741,126,640","11,060,185,380","6,372,253,599","3,057,055,495","2,150,680,980"
EnterpriseValue,"20,451,670,766","18,568,857,689","14,796,422,557","17,094,818,860","16,743,373,150","13,373,826,640","12,627,485,380","8,256,153,599","3,532,055,495","2,865,580,980"
PeRatio,"13.152","45.957","35.46","64.779",,"102.909","85.221","386.769",,
ForwardPeRatio,"25.84","23.148","39.526",,"24.096","55.866","86.957","125","92.593","30.03"
PegRatio,,"1.026","1.522",,,,,,,"1.669"
PsRatio,"4.252","3.909","3.02","3.951","4.403","4.277","4.602","3.677","1.456","1.347"
PbRatio,"273.549",,,,,"17.579","15.898","16.92","6.14","5.912"
EnterprisesValueRevenueRatio,"4.808","4.365","3.617","4.48","5.048","4.476","4.747","3.699","1.911","1.783"
EnterprisesValueEBITDARatio,"27.121","24.624","21.217","29.515","-83.135","31.233","31.141","20.87","18.039","26.681"
