name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021
MarketCap,"1,055,767,263","641,687,751","3,110,709,000","4,968,750,000","6,877,514,393"
EnterpriseValue,"3,926,001,263","3,536,829,751","6,051,828,000","7,796,024,000","11,281,917,393"
PeRatio,"32.511",,"35.424","38.337",
ForwardPeRatio,"33.003","28.249","14.706","20.45",
PsRatio,"0.167","0.104","0.52","0.88","1.622"
PbRatio,"0.94","0.538","1.336","2.221","12.315"
EnterprisesValueRevenueRatio,"0.629","0.574","1.013","1.385","2.385"
EnterprisesValueEBITDARatio,"19.631","-3.638","15.851","17.38","32.993"
