name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"23,490,491,434","24,100,307,934","27,526,878,400","20,444,160,000","17,061,000,000","13,877,766,000","12,584,460,000","10,333,031,354","1,645,747,309","1,488,597,000","1,827,200,000","1,635,915,000","839,525,254","558,676,835","562,932,567","341,035,168","600,278,697","2,598,511,019","1,846,140,145","1,651,979,919"
EnterpriseValue,"38,906,491,434","39,650,307,934","43,844,878,400","36,939,160,000","33,479,000,000","29,831,766,000","28,643,460,000","26,373,031,354","15,591,725,309","12,562,166,000","10,564,312,000","6,870,215,000","2,587,346,254","2,655,422,835","2,697,307,567","2,406,522,168","2,780,977,697","4,631,143,019","1,846,135,145","1,651,979,919"
PeRatio,"6.983","4.901",,"14.873","14.566","19.232","7.814","18.677",,,,,"78.741","94.842","32.785","11.425",,,,
ForwardPeRatio,"13.004","10.331","10.01","11.236","13.717","15.723","13.624","11.274","14.706","15.432",,,,"625",,,,,,
PegRatio,,,"6.102","1.098","1.727","2.489","1.645",,,"1.028",,,,,,,,,,
PsRatio,"2.431","2.06","1.748","2.501","2.807","2.822","3.398","3.427","15.781","32.699","52.549","22.86","17.064","10.248","8.635","5.012","40.019",,,
PbRatio,,,,"34.712","35.694","32.547","23.359","29.579","25.468","11.095","8.815","5.608","4.808",,,,,,"12.17",
EnterprisesValueRevenueRatio,"4.026","4.103","2.548","3.916","5.429","4.363","4.457","6.128","14.174","46.527","39.317","25.617","9.782","9.354","6.755","5.774","185.399",,,
EnterprisesValueEBITDARatio,"6.768","6.897","10.956","12.24","12.667","11.531","11.783","18.277","45.59","-184.738","-60.574","-309.038","27.024","14.755","8.348","6.56","291.599","-371.055","129.745","-351.037"
