name,ttm
MarketCap,"18,390,626,327"
EnterpriseValue,"21,448,204,327"
ForwardPeRatio,"16.695"
PsRatio,"3.603"
EnterprisesValueRevenueRatio,"4.202"
EnterprisesValueEBITDARatio,"254.823"
