name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"783,400,411","937,215,302","89,882,836","974,776,589","174,369,018","32,007,480"
EnterpriseValue,"687,364,411","899,934,302","143,592,836","851,387,589","197,430,018","50,996,480"
PeRatio,"28.31",,,"252.5",,
ForwardPeRatio,,,,"16.129",,
PsRatio,"4.184","5.564","0.51","5.867","4.754","1.015"
PbRatio,"2.647","3.261","0.375","3.491","8.74","1.172"
EnterprisesValueRevenueRatio,"4.696","6.149","1.008","5.023","5.689","1.573"
EnterprisesValueEBITDARatio,"-88.91","-116.406","-1.388","12.071","134.033","5.297"
