name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993
MarketCap,"4,145,412,767","3,740,562,918","3,106,278,791","2,663,623,710","2,508,758,370","1,833,010,708","2,238,709,200","1,875,716,727","2,800,072,140","2,104,091,577","1,719,336,941","1,713,795,020","1,471,835,970","694,204,101","538,792,367","961,590,541","676,042,491","743,412,599","1,123,523,667","1,988,209,936","2,270,667,462","3,683,469,907","4,938,182,297","1,454,338,634","4,376,956,211","14,255,436,944","4,556,827,292","1,357,597,919","1,499,170,934","679,920,729","391,823,038","194,155,106","171,314,302"
EnterpriseValue,"3,836,875,767","3,400,018,918","2,783,742,791","2,487,413,710","2,219,651,370","1,692,905,708","2,330,542,200","2,096,781,727","2,758,945,140","2,212,016,577","1,735,079,941","1,862,236,020","1,730,461,970","1,269,358,101","1,141,012,367","1,674,444,541","1,214,605,491","1,355,596,599","1,920,254,667","2,921,809,936","2,791,438,462","4,475,925,907","5,784,313,297","2,531,894,634","4,195,269,211","14,176,204,944","4,459,127,292","1,213,697,919","1,463,370,934","651,220,729","368,923,038","179,455,106","175,114,302"
PeRatio,"19.66","17.733","10.108","12.063","9.857","18.033","18.888",,"13.608","5.944","9.54","17.383","7.139","20.756","8.048","8.162",,,,,,,,,"15.173","105.198","50.905","19.67","42.644","26.837",,,"22.769"
ForwardPeRatio,"12.595","12.005","7.856","8.231","9.05","8.673","8.993","10.299","11.574","10.32","8.795","10.122","10.081","6.035","3.754",,,,,,,,,,,,,,,,,,
PegRatio,"0.84","0.801",,,,,,,,,,"1.077","1.073","0.642","0.341",,,,,,,,,,,,,,,,,,
PsRatio,"0.579","0.52","0.358","0.409","0.372","0.278","0.276","0.286","0.428","0.353","0.288","0.3","0.247","0.114","0.084","0.158","0.137","0.103","0.105","0.178","0.191","0.298","0.476","0.152","1.01","5.806","3.928","1.962","4.636","3.16","2.301","1.361","1.531"
PbRatio,"1.887","1.714","1.362","1.477","1.364","1.109","1.376","1.267","1.53","1.375","1.365","1.514","1.416","0.862","0.699","1.453","1.245","1.068","0.496","0.867","0.954","1.098","1.486","0.426","2.182","9.256","7.276","3.945","9.616","6.557","6.563","4.157","6.564"
EnterprisesValueRevenueRatio,"0.507","0.447","0.307","0.339","0.318","0.243","0.284","0.3","0.407","0.343","0.27","0.309","0.289","0.204","0.173","0.265","0.235","0.188","0.181","0.266","0.238","0.367","0.558","0.289","0.934","6.673","3.671","1.68","3.612","2.457","2.476","1.559","1.979"
EnterprisesValueEBITDARatio,"8.179","7.216","4.872","5.706","4.944","5.307","6.765","7.485","7.555","6.636","5.694","6.692","7.766","5.126","3.763","4.969","12.874","-6.582","8.098","6.996","-14.301","10.314","22.146","29.077","6.408","59.308","23.31","8.719","18.247","12.195","11.863","7.769","10.549"
