name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"6,530,068,496","7,206,726,372","8,841,459,410","14,753,330,041","13,843,132,386","13,970,132,821","15,559,504,489","28,227,116,166","27,165,646,301","34,944,384,707","43,576,605,803","34,320,370,175","15,850,350,667","11,158,266,939","8,385,994,356","5,853,305,547","5,636,847,805","13,876,134,767","11,701,920,114","10,788,283,674","8,126,275,272"
EnterpriseValue,"20,541,668,496","20,654,026,372","19,868,559,410","27,699,830,041","19,515,332,386","34,064,832,821","44,341,704,489","68,305,616,166","64,604,146,301","78,801,884,707","83,754,505,803","76,115,570,175","41,335,950,667","32,145,666,939","30,751,394,356","28,436,305,547","27,122,447,805","30,194,034,767","21,652,120,114","15,752,272,674","10,613,576,272"
PeRatio,,,"1.622","1.351",,,,"44.945",,,,,,,,"1.013",,,,,
ForwardPeRatio,,,,"30.769","16.42","208.333","50.761","65.36","129.87","117.647","43.29","62.5","67.568","23.81","29.412",,,,,,
PegRatio,,,,,,,,,,,,,,"0.361","11.748",,,,,,
PsRatio,"0.962","1.064","1.351","1.317","1.29","1.454","1.076","1.934","1.603","2.009","1.247","2.067","1.632","1.039","0.991","0.045","5.062","1.655","2.224","2.348","2.776"
PbRatio,"0.336","0.336","0.372","0.565","1.074","1.043","2.947","3.985","3.572","3.008","4.092","4.161","10.407","4.789","4.136","0.034","33.119","2.378","1.656","1.37","1.555"
EnterprisesValueRevenueRatio,"2.742","2.757","2.761","2.686","1.69","3.065","3.708","6.057","4.705","4.618","4.914","5.772","4.162","3.525","3.677","3.793","2.584","3.354","3.339","3.487","5.023"
EnterprisesValueEBITDARatio,"-40.993","-41.217","4.748","1.607","12.099","9.235","8.064","22.065","10.375","11.073","12.674","13.351","10.803","9.689","12.896","13.601","7.042","8.566","9.067","9.699","18.474"
