name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"52,546,780,512","36,668,580,200","15,247,637,658","44,969,288,328","59,852,374,437","27,565,946,869","20,527,165,193"
EnterpriseValue,"49,812,231,583","34,470,872,854","13,263,997,097","43,293,603,534","58,242,357,649","26,558,914,445","19,893,444,383"
PeRatio,,,,,,"52.562",
ForwardPeRatio,"87.719","158.73",,"526.316",,,
PsRatio,"3.561","2.595","1.288","4.353","6.284","3.933","3.658"
PbRatio,"19.043","15.491","6.412","18.761","19.733","12.672","11.258"
EnterprisesValueRevenueRatio,"3.76","2.602","1.131","4.478","7.391","3.927","3.783"
EnterprisesValueEBITDARatio,"-167.155","-115.674","-94.071","101.39","-107.063","-26,558.914","-147.359"
