name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"3,464,495,500","3,378,163,263","3,418,567,578","4,902,699,297","2,476,403,280","2,481,426,095","1,838,469,850","1,227,222,653","1,684,232,160","1,650,033,833","1,540,923,827","2,543,281,032"
EnterpriseValue,"5,438,867,500","5,386,032,263","5,542,266,578","6,588,114,297","4,307,935,280","4,110,890,095","3,225,796,850","2,706,921,653","3,185,530,160","3,128,541,833","3,032,150,827","3,976,304,032"
PeRatio,"14.854","13.939","12.532","37.491",,"24.969","55.225",,,"48.024","25.942","46.725"
ForwardPeRatio,"5.447",,"10.823","15.674",,"14.556",,"3.036","37.175","20.284",,
PsRatio,"2.014","1.972","2.302","4.013","4.299","1.905","1.412","0.918","1.196","1.244","1.14","1.777"
PbRatio,"181.663",,,"427.176",,"10.71","4.924","3.902","3.523","3.052","2.485","3.487"
EnterprisesValueRevenueRatio,"3.15","3.119","3.201","4.381","9.977","2.94","2.351","2.143","2.37","2.282","2.201","2.723"
EnterprisesValueEBITDARatio,"8.858","8.772","8.395","12.629","-47.136","10.999","10.591","-58.722","12.294","9.749","9.008","11.893"
