name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,11/30/2010,11/30/2009,11/30/2008,11/30/2007
MarketCap,"44,664,659,784","44,737,931,623","37,194,140,078","50,509,826,007","36,871,503,427","21,892,355,027","12,409,793,165","11,397,311,393","7,415,080,211","7,286,078,365","5,316,717,929","5,162,593,612","3,722,351,020","3,970,295,809","4,070,920,784","3,192,689,379","1,543,852,507","2,765,314,878"
EnterpriseValue,"48,834,706,784","48,443,941,623","40,977,295,078","53,536,060,007","39,087,240,427","23,752,931,027","13,586,011,165","12,675,666,393","8,515,496,211","7,871,439,365","5,661,478,929","5,686,258,612","4,322,860,020","4,720,416,809","5,033,251,784","3,101,071,379","1,704,717,507","3,156,496,878"
PeRatio,"39.179","47.177","44.857","74.356","66.646","37.202","32.26","38","30.894","37.963","25.783","23.38","20.939","40.654","42.049","38.088","20.303","28.802"
ForwardPeRatio,"37.313","38.168","36.364","54.645","52.632","35.842","24.213","27.624","21.692","26.667","22.883","18.182","15.083","16.584","19.92",,,
PegRatio,"3.526","2.632","2.984","3.718","3.683","3.131","1.495","1.651","1.111","1.651","1.616","1.66","2.258","1.106","1.181",,,
PsRatio,"17.8","18.755","17.166","26.41","22.882","14.5","9.639","9.474","6.901","7.692","5.082","5.247","4.018","5.631","5.824","7.049","3.543","6.326"
PbRatio,,,,,,,"32.802","31.644","13.041","6.511","3.807","3.392","2.612","3.163","3.769","6.297","5.648","13.825"
EnterprisesValueRevenueRatio,"19.31","19.156","18.223","26.198","23.055","15.248","9.474","9.948","7.4","7.322","5.68","6.226","5.227","5.239","7.593","7.001","3.956","8.534"
EnterprisesValueEBITDARatio,"28.476","28.248","30.177","46.477","41","27.838","16.011","19.119","14.967","16.073","13.652","13.552","10.829","11.671","19.077","16.415","10.025","20.005"
