name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"41,593,856,213","35,281,773,055","21,944,783,822","44,302,533,240","37,919,340,000","11,813,755,280","5,090,855,840","1,878,339,719","1,067,314,245"
EnterpriseValue,"40,449,461,213","34,007,989,055","20,890,135,822","43,797,458,240","37,674,203,000","11,700,833,280","4,961,905,840","1,772,541,719","994,193,245"
PeRatio,"236.306","232.129",,"162.195","273.379","126.722","80.041","18.004",
ForwardPeRatio,"120.482","107.527","38.61","101.01","192.308","75.758","40.816","26.596","32.573"
PegRatio,"3.361","4.471","2.24","4.196","7.674","3.038","3.269",,
PsRatio,"21.864","20.065","14.807","40.707","53.13","20.374","12.509","7.012","6.154"
PbRatio,"19.219","16.322","11.486","34.005","45.542","22.066","15.106","8.846","7.43"
EnterprisesValueRevenueRatio,"20.785","17.475","13.24","36.606","45.063","17.7","10.396","5.751","4.899"
EnterprisesValueEBITDARatio,"144.001","121.069","124.288","262.204","217.972","87.412","41.646","23.151","19.607"
