name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,03/31/2017,03/31/2016,03/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009
MarketCap,"1,881,895,683","1,716,520,552","1,347,757,774","3,279,476,548","771,891,732","661,067,329","686,374,094","773,500,944","54,301,662","34,849,732","24,316,945","25,354,328","21,951,367","4,341,693","4,421,723","2,232,581","13,188,141"
EnterpriseValue,"1,906,604,683","1,675,146,552","1,353,563,774","3,146,015,548","743,396,732","687,313,016","579,256,575","764,221,027","61,904,151","38,465,500","26,477,924","27,578,342","23,005,432","4,923,698","5,273,210","2,642,545","13,308,042"
PeRatio,"32.535","36.827","20.838","46.214","19.436","167.364","12.244",,,,,,,,,,"8.644"
PsRatio,"1.421","1.335","1.299","4.232","0.968","1.427","1.387","1.291","0.997","0.775","2.239","2.016","2.884","0.842","1.129","1.051",
PbRatio,"3.064","3.022","2.7","7.524","3.38","3.466","3.814",,,,,,,,,,
EnterprisesValueRevenueRatio,"1.375","1.208","1.183","4.065","2.008","1.226","1.114","2.145","1.078","0.873","0.803","2.63","2.958","0.963","1.353","1.082","12.586"
EnterprisesValueEBITDARatio,"15.415","13.543","12.077","31.254","24.993","14.069","5.652","11.097","-7.737","-5.233","55.547","-7.203","-2.894","-12.374","-308.339","-24.825","-16.308"
