name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"6,663,833,381","6,006,950,097","4,116,468,525","6,284,133,018","5,356,407,037","3,909,797,445","2,961,525,650","3,080,977,049","1,763,404,334","1,361,687,073","2,183,698,277"
EnterpriseValue,"7,448,833,381","6,897,950,097","4,119,468,525","6,154,133,018","5,393,407,037","4,092,797,445","3,104,525,650","3,249,140,049","2,070,981,334","1,720,130,073","2,635,982,277"
PeRatio,"20.088","19.822","11.59","21.849","18.571","20.889","13.233","23.46","35.096","58.636","120.439"
ForwardPeRatio,"21.186","17.361","11.933","18.868","23.042","15.723","13.532",,"17.668","15.361","22.026"
PegRatio,"18.124","3.352",,,,,,,,,
PsRatio,"1.526","1.461","0.898","1.449","1.404","1.075","0.883","0.975","0.621","0.556","1.048"
PbRatio,"85.434","600.695","4.796","7.768","8.639","8.197","8.462","23.478","61.151",,
EnterprisesValueRevenueRatio,"1.513","1.401","0.843","1.356","1.337","1.061","0.886","0.992","0.677","0.647","1.202"
EnterprisesValueEBITDARatio,"11.976","11.09","6.753","11.089","11.725","11.244","10.047","12.742","12.705","12.933","15.355"
