name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
MarketCap,"6,011,784,408","5,371,509,497","4,818,011,802","6,775,792,913","8,916,791,673","6,871,529,365","10,506,670,743","9,645,862,872","8,124,297,392","7,824,730,712","6,002,567,674","5,872,813,194","4,477,601,213","3,570,843,505","2,937,932,297","3,157,788,314","2,725,192,469","2,781,407,929","2,770,686,098","2,578,359,150","2,951,512,242","1,912,738,245","1,235,292,426","991,318,338","740,960,115","655,039,702","634,027,499","767,793,272","907,878,473","778,373,078","678,573,843","607,165,401","778,102,884","729,805,611","535,218,391","333,040,482","386,899,209","292,721,206","247,918,433","240,551,602","190,663,419"
EnterpriseValue,"12,941,784,408","12,109,509,497","11,841,011,802","12,989,792,913","14,638,791,673","12,794,529,365","14,662,270,743","13,613,262,872","11,817,597,392","11,216,430,712","9,396,267,674","9,087,113,194","7,705,501,213","6,882,843,505","4,995,832,297","5,103,288,314","4,741,292,469","4,671,407,929","4,722,686,098","4,134,259,150","4,378,412,242","3,511,338,245","2,373,292,426","2,128,518,338","1,918,860,115","1,803,439,702","1,750,827,499","1,703,993,272","1,843,078,473","1,681,373,078","1,472,873,843","977,465,401","778,102,884","729,805,611","535,218,391","333,040,482","386,899,209","292,721,206","247,918,433","240,551,602","190,663,419"
PeRatio,"22.4","7.968",,"5.148","9.408","15.198","27.027","14.046","21.397","19.842","22.758","17.452","16.441","18.787","12.752","12.123","10.619","12.955","14.761","15.281","15.904","16.169","12.633","13.463","12.784","14.275","13.362","18.957","17.597","19.75","45.81","16.156","26.197","20.198","19.916","19.897","14.42","9.758","9.956","9.147",
ForwardPeRatio,"9.399","7.893","6.845","9.625","21.322","11.403","16.584","19.608","18.282",,,,"8.299","10.605","10.142",,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,"41.495","52.996","1.448",,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.836","0.726","0.514","0.728","1.255","1.03","1.198","1.31","1.386","1.37","0.884","0.725","0.637","0.558","0.487","0.565","0.478","0.421","0.516","0.506","0.609","0.477","0.413","0.459","0.303","0.41","0.538","0.532","0.559","0.501","0.848","0.801","1.018","0.882","0.682","0.754","1.117","0.689","0.574","0.628","0.269"
PbRatio,"1.384","1.148","1.148","1.161","1.826","1.665","2.75","2.597","2.554","2.653","2.184","2.119","1.793","1.584","1.486","1.731","1.712","1.962","2.13","2.258","2.959","2.293","2.168","3.124","2.665","2.443","2.544","2.092","2.414","2.061","1.697","1.428",,,,,,,,,
EnterprisesValueRevenueRatio,"1.795","1.643","1.252","1.352","2.052","1.943","1.97","1.817","1.975","1.936","1.358","1.105","1.092","1.07","0.82","0.913","0.826","0.703","0.871","0.803","0.896","0.928","0.784","0.962","0.786","1.084","1.265","1.184","1.123","1.08","1.899","1.282","1.065","1.031","0.755","0.77","1.121","0.691","0.591","0.543","0.315"
EnterprisesValueEBITDARatio,"10.071","6.75","-12.787","4.849","7.141","9.565","11.844","9.077","9.797","7.818","7.872","6.644","6.635","8.674","6.207","5.884","5.369","6.417","7.02","7.516","7.694","7.721","6.156","6.476","6.01","7.017","6.516","6.947","6.997","7.216","14.554","8.405","1.065","1.031","0.755","0.77","1.121","0.691","0.591","0.543","0.315"
