name,ttm,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014,07/31/2013,07/31/2012,07/31/2011,07/31/2010,07/31/2009,07/31/2008,07/31/2007,07/31/2006,07/31/2005,07/31/2004,07/31/2003,07/31/2002,07/31/2001,07/31/2000,07/31/1999,07/31/1998,07/31/1997,07/31/1996,07/31/1995,07/31/1994
MarketCap,"54,516,436,985","50,392,063,685","42,309,825,239","30,445,856,985","34,777,039,206","21,943,155,175","17,815,639,478","13,423,454,484","7,258,076,441","5,517,247,448","4,329,232,930","4,210,665,557","4,079,842,287","2,955,594,312","2,989,235,776","3,073,216,666","2,963,879,522","3,652,441,280","2,484,608,935","2,409,460,341","2,209,658,747","2,004,187,506","843,106,404","1,226,790,124","1,570,368,419","722,801,218","644,280,000","283,792,950","233,631,054","202,180,192","254,265,932","126,855,947"
EnterpriseValue,"50,935,189,985","47,413,767,685","40,324,926,239","29,291,179,985","34,395,275,206","22,153,057,175","18,119,204,478","13,619,244,484","7,635,361,441","6,080,470,448","4,315,362,930","4,396,110,557","4,330,678,287","3,259,602,312","3,185,784,776","3,060,677,666","2,951,340,522","3,630,989,280","2,283,618,935","2,202,439,541","2,002,637,947","1,838,566,306","726,467,404","1,094,509,324","1,555,835,319","719,190,818","614,180,000","276,492,950","215,631,054","200,480,192","244,265,932","109,155,947"
PeRatio,"39.566","36.594","36.983","28.53","41.761","32.378","34.154","36.554","18.255","25.867","22.241","25.876","22.894","17.094","21.617","20.588","21.53","25.063","19.26","22.017","22.86","28.526","15.129","21.111","37.342","24.999","34.039","18.918","19.86","18.826","30.223",
ForwardPeRatio,"36.232","32.154","32.787","26.738","38.462","35.088","30.488","27.1","21.739","21.834","20","18.587","17.699","13.717","17.007",,,,,,,,,,,,,,,,,
PegRatio,"3.162","2.954","3.287",,,,,,,,,"1.387","1.322","1.206","0.873",,,,,,,,,,,,,,,,,
PsRatio,"12.656","12.227","11.355","9.177","14.277","10.007","9.627","7.944","5.285","5.158","4.124","3.836","4.174","3.379","4.138","4.038","4.028","5.022","4.687","4.683","5.106","5.234","2.511","3.835","6.306","3.871","5.066","2.518","1.876","1.789","3.589",
PbRatio,"6.904","7.027","7.566","7.005","10.722","9.62","11.005","9.193","7.212","7.752","3.811","4.481","5.632","5.267","4.437","2.938","3.217","4.571","2.821","2.975","3.24","3.479","1.604","2.523","5.834","3.287","3.65","1.771","1.636","1.602","2.248","2.676"
EnterprisesValueRevenueRatio,"11.674","11.383","10.738","8.702","13.928","9.968","9.299","7.849","5.446","4.992","3.749","3.857","4.291","3.527","3.76","3.992","3.972","4.626","4.073","4.167","4.504","4.739","2.091","3.459","6.128","3.784","4.642","2.421","1.707","1.696","4.204","4.788"
EnterprisesValueEBITDARatio,"28.539","26.538","25.933","19.687","29.48","24.497","23.763","21.899","14.628","13.784","11.061","13.642","12.475","9.656","10.387","10.906","10.957","12.935","9.506","10.849","10.8","12.948","6.247","10.302","18.866","12.465","15.51","8.806","8.199","8.424","16.731","18.501"
