name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"15,351,794,264","15,450,629,126","19,389,369,331","19,945,982,558","15,277,023,556","17,589,047,180","13,854,417,364","20,653,799,097","18,238,207,902","13,822,412,269","13,570,689,142"
PeRatio,"10.7","8.203","9.818","9.488","16.181","10.743","7.623","17.065","19.364","17.178","16.978"
ForwardPeRatio,"10.32","9.108","7.496","11.111","11.919","10.215","7.71","14.815","15.898","13.812","15.06"
PegRatio,,,"0.271",,,,,,,,
PsRatio,"1.941","1.886","2.405","3.048","2.251","2.899","2.403","3.822","3.678","2.902","2.808"
PbRatio,"0.688","0.741","0.917","0.932","0.745","0.849","0.702","1.037","0.915","0.714","0.7"
