name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"852,994,350","1,044,678,639","1,081,753,001","4,179,737,979","6,992,965,398","750,537,642"
EnterpriseValue,"897,979,350","1,107,881,639","1,074,494,001","4,137,409,979","6,783,232,398","603,736,642"
PeRatio,"244.889"
ForwardPeRatio,"11.508","13.141",,,"500",
PsRatio,"2.388","2.89","3.195","14.537","38.63","7.639"
PbRatio,"2.398","3.239","4.506","12.036","24.211","4.885"
EnterprisesValueRevenueRatio,"2.485","3.066","3.185","13.9","35.794","5.639"
EnterprisesValueEBITDARatio,"66.115","81.57","-20.738","-137.707","-1,087.754","-19.364"
