name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"16,089,178,870","14,680,774,917","10,849,982,659","19,509,696,392","11,114,686,909","3,780,328,084","1,697,006,477","2,239,755,270","1,289,825,724","1,255,983,925","1,863,427,830","1,757,968,321","1,125,646,005"
EnterpriseValue,,,,,,,"9,963,907,394","11,300,024,476","3,796,808,886","20,660,754,432","25,105,798,442","-2,048,719,687","-5,399,363,298"
PeRatio,"6.046","70.155","6.243","6.967",,"11.498","10.938","13.161","254.167",,"11.411","39.143","63.488"
ForwardPeRatio,"11.299","10.246","7.246","13.87","14.749","13.055","5.556","8.482","9.39","5.78","9.302","13.812","7.806"
PegRatio,"1.386","8.471",,"0.885",,,,,"6.903",,,,
PsRatio,"12.165","6.328","2.712","3.842","7.805","1.476","0.775","1.713","3.318","1.847","2.291","1.575","1.862"
PbRatio,"3.099","2.483","1.767","4.1","5.026","12.55","8.118","12.977","14.115","8.716","12.812","15.45","7.455"
EnterprisesValueRevenueRatio,"6.536",,,,,,"5.509","4.89","2.47","9.756","9.577","-0.686","-1.487"
