name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"615,600,077","681,338,958","563,554,989","1,120,899,038"
EnterpriseValue,"943,255,077","997,902,958","902,541,989","1,273,666,038"
PeRatio,"74.588","91.478","49.045",
PsRatio,"2.845","3.122","2.568","5.845"
PbRatio,"7.386","6.854","7.862","7.402"
EnterprisesValueRevenueRatio,"4.268","4.515","4.353","7.128"
EnterprisesValueEBITDARatio,"14.414","15.25","210.924","28.494"
