name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,582,187,112","822,226,290","804,841,850","5,163,570,720"
EnterpriseValue,"1,312,525,112","415,695,290","320,442,850","5,124,437,720"
PsRatio,"9.324","4.996","6.257","46.468"
PbRatio,"3.89","1.544","1.343","25.099"
EnterprisesValueRevenueRatio,"7.934","2.609","2.625","59.667"
EnterprisesValueEBITDARatio,,"-2.316","-3.31","-15.445"
