name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"2,875,277,043","1,210,152,248","578,903,134","531,981,601"
EnterpriseValue,"6,075,972,043","2,975,761,248","1,994,819,134","1,317,185,601"
PeRatio,"71.262",,"1.837",
ForwardPeRatio,"4.643",,,
PsRatio,"1.071","0.99","0.204","0.501"
PbRatio,"1.005","0.756","0.685","0.228"
EnterprisesValueRevenueRatio,"2.239","1.235","0.704","1.208"
EnterprisesValueEBITDARatio,"5.023","2.922","1.704","-19.088"
