name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"1,494,336,386","1,938,697,862","2,667,312,916","5,788,293,420","2,846,529,840","1,526,375,820","1,224,097,600","1,769,053,213","1,261,481,677","821,006,010","229,169,070","281,630,860","116,368,620","88,376,528","141,709,200"
EnterpriseValue,"1,464,798,386","1,896,042,862","2,674,313,916","5,975,367,420","3,145,832,840","1,689,730,820","1,428,560,600","2,066,217,213","1,164,871,677","736,060,010","157,096,070","209,557,860","44,295,620","560,528","47,339,200"
PeRatio,"29.602",,"22.19",,,,,"97.852","32.537",,,,,,"35.867"
ForwardPeRatio,"8.326","25","9.009","24.39","22.222","25.253","15.175","14.368","15.038","10.471","14.347","41.841","63.694",,"26.247"
PegRatio,,,,"1.22","1.11","1.263",,"0.718","1.002","0.698","0.717","2.09","3.177",,
PsRatio,"2.124","2.24","2.541","6.995","7.822","4.46","2.91","4.647","3.6","2.977","2.008","3.087","1.705","2.275","4.617"
PbRatio,"2.177","2.759","4.341","12.651","7.174","3.693","3.12","4.489","4.186","3.475","2.925","4.354","2.056","1.672","3.271"
EnterprisesValueRevenueRatio,"2.113","2.735","2.387","6.696","6.573","5.327","3.711","4.916","3.004","2.451","1.18","1.751","0.453","0.008","0.689"
EnterprisesValueEBITDARatio,"79.574","103.001","10.103","39.142","-123.915","37.508","23.64","47.92","12.872","-339.982","-41.881","-24.268","-4.749","-0.047","8.386"
